t,delta,EmergR
388.68,0.00579553368365328,-3.45189412818951
388.7,0.00585630383412889,-3.44041358153988
388.72,0.00591711473300636,-3.42933392075093
388.74,0.00597796607453012,-3.41866226170615
388.76,0.00603885755367399,-3.40840501389839
388.78,0.00609978886611673,-3.39856788615438
388.8,0.00616075970822101,-3.38915589320667
388.82,0.00622176977700932,-3.38017336309003
388.84,0.00628281877014291,-3.37162394534182
388.86,0.00634390638589937,-3.3635106199774
388.88,0.00640503232315237,-3.35583570721842
388.9,0.00646619628134947,-3.34860087794712
388.92,0.00652739796049182,-3.34180716485806
388.94,0.00658863706111413,-3.33545497428302
388.96,0.00664991328426403,-3.3295440986572
388.98,0.00671122633148309,-3.32407372960144
389,0.0067725759047869,-3.31904247158803
389.02,0.00683396170664603,-3.31444835616409
389.04,0.00689538343996732,-3.31028885669749
389.06,0.00695684080807539,-3.30656090362053
389.08,0.00701833351469436,-3.3032609001356
389.1,0.00707986126393064,-3.30038473835551
389.12,0.00714142376025506,-3.29792781584369
389.14,0.00720302070848495,-3.29588505252731
389.16,0.00726465181376742,-3.29425090794707
389.18,0.00732631678156368,-3.29301939881506
389.2,0.00738801531763144,-3.29218411684947
389.22,0.00744974712800967,-3.29173824685165
389.24,0.00751151191900228,-3.29167458499711
389.26,0.00757330939716217,-3.29198555730881
389.28,0.00763513926927711,-3.29266323827877
389.3,0.00769700124235372,-3.29369936961106
389.32,0.00775889502360311,-3.29508537905307
389.34,0.00782082032042629,-3.29681239928543
389.36,0.00788277684040028,-3.29887128684129
389.38,0.00794476429126347,-3.30125264102398
389.4,0.00800678238090271,-3.30394682279584
389.42,0.00806883081733929,-3.30694397360848
389.44,0.00813090930871598,-3.31023403414643
389.46,0.00819301756328393,-3.31380676295751
389.48,0.00825515528938975,-3.31765175494199
389.5,0.00831732219546379,-3.32175845967559
389.52,0.00837951799000722,-3.32611619953954
389.54,0.00844174238157984,-3.33071418763292
389.56,0.00850399507878935,-3.3355415454447
389.58,0.0085662757902786,-3.34058732025958
389.6,0.00862858422471507,-3.34584050227745
389.62,0.00869092009077941,-3.35129004142262
389.64,0.00875328309715467,-3.35692486382324
389.66,0.00881567295251524,-3.36273388794034
389.68,0.0088780893655175,-3.36870604032653
389.7,0.00894053204478846,-3.37483027099763
389.72,0.00900300069891632,-3.38109556839774
389.74,0.00906549503644036,-3.38749097394275
389.76,0.00912801476584163,-3.39400559612619
389.78,0.00919055959553373,-3.40062862417178
389.8,0.00925312923385273,-3.40734934122105
389.82,0.00931572338904913,-3.41415713704127
389.84,0.00937834176927882,-3.42104152024306
389.86,0.00944098408259419,-3.42799212999561
389.88,0.00950365003693577,-3.43499874723225
389.9,0.00956633934012428,-3.44205130533401
389.92,0.00962905169985252,-3.44913990028607
389.94,0.00969178682367739,-3.45625480029928
389.96,0.00975454441901221,-3.46338645489013
389.98,0.00981732419311938,-3.47052550341587
390,0.00988012585310277,-3.47766278305856
390.02,0.00994294910590129,-3.48478933625732
390.04,0.0100057936582811,-3.49189641758563
390.06,0.0100686592168294,-3.49897550007147
390.08,0.0101315454879476,-3.50601828096281
390.1,0.0101944521778447,-3.51301668693661
390.12,0.0102573789925316,-3.51996287875424
390.14,0.010320325637814,-3.52684925536505
390.16,0.0103832918192877,-3.53366845746325
390.18,0.0104462772423316,-3.54041337049949
390.2,0.0105092816121029,-3.54707712715517
390.22,0.0105723046335316,-3.55365310928282
390.24,0.0106353460113143,-3.56013494932133
390.26,0.0106984054499105,-3.56651653119223
390.28,0.0107614826535356,-3.57279199068522
390.3,0.0108245773261581,-3.57895571534339
390.32,0.0108876891714939,-3.58500234385525
390.34,0.0109508178930012,-3.59092676496652
390.36,0.011013963193877,-3.59672411592041
390.38,0.011077124777052,-3.60238978044024
390.4,0.0111403023451877,-3.60791938626435
390.42,0.0112034956006709,-3.61330880224744
390.44,0.0112667042456108,-3.61855413504266
390.46,0.0113299279818349,-3.62365172537452
390.48,0.0113931665108851,-3.62859814392192
390.5,0.011456419534015,-3.63339018682231
390.52,0.0115196867521859,-3.63802487081421
390.54,0.0115829678660634,-3.64249942803254
390.56,0.0116462625760153,-3.6468113004736
390.58,0.0117095705821078,-3.65095813414571
390.6,0.0117728915841025,-3.65493777292252
390.62,0.0118362252814541,-3.65874825211452
390.64,0.0118995713733081,-3.6623877917784
390.66,0.0119629295584974,-3.66585478977933
390.68,0.0120262995355409,-3.6691478146249
390.7,0.0120896810026402,-3.67226559808809
390.72,0.0121530736576788,-3.67520702763802
390.74,0.0122164771982184,-3.67797113869454
390.76,0.0122798913214986,-3.68055710672747
390.78,0.0123433157244338,-3.68296423921509
390.8,0.0124067501036126,-3.68519196748397
390.82,0.0124701941552949,-3.68723983844495
390.84,0.012533647575412,-3.68910750624483
390.86,0.0125971100595635,-3.69079472385124
390.88,0.0126605813030176,-3.69230133459006
390.9,0.0127240610007089,-3.69362726364977
390.92,0.0127875488472371,-3.69477250957481
390.94,0.0128510445368672,-3.69573713576163
390.96,0.0129145477635277,-3.69652126197627
390.98,0.0129780582208099,-3.69712505591095
391,0.0130415756019676,-3.69754872479525
391.02,0.0131050995999152,-3.69779250707932
391.04,0.0131686299072294,-3.69785666420463
391.06,0.0132321662161468,-3.69774147247909
391.08,0.0132957082185646,-3.69744721507103
391.1,0.0133592556060398,-3.69697417413781
391.12,0.0134228080697893,-3.69632262310381
391.14,0.0134863653006899,-3.69549281910321
391.16,0.0135499269892785,-3.69448499559907
391.18,0.0136134928257512,-3.69329935519542
391.2,0.0136770624999648,-3.69193606265322
391.22,0.013740635701436,-3.69039523812392
391.24,0.0138042121193424,-3.6886769506137
391.26,0.0138677914425224,-3.68678121168768
391.28,0.0139313733594761,-3.68470796942766
391.3,0.013994957558365,-3.68245710265426
391.32,0.0140585437270145,-3.68002841542098
391.34,0.0141221315529126,-3.67742163179384
391.36,0.014185720723212,-3.67463639092234
391.38,0.0142493109247302,-3.67167224241305
391.4,0.0143129018439507,-3.66852864201054
391.42,0.0143764931670241,-3.6652049475993
391.44,0.0144400845797687,-3.66170041552468
391.46,0.0145036757676728,-3.6580141972489
391.48,0.0145672664158941,-3.65414533634019
391.5,0.0146308562092628,-3.65009276580525
391.52,0.0146944448322815,-3.64585530576667
391.54,0.0147580319691276,-3.64143166149176
391.56,0.0148216173036542,-3.63682042177518
391.58,0.0148852005193918,-3.63202005767667
391.6,0.0149487812995496,-3.62702892162078
391.62,0.0150123593270178,-3.62184524685451
391.64,0.0150759342843686,-3.61646714726929
391.66,0.0151395058538586,-3.61089261758481
391.68,0.0152030737174296,-3.60511953389529
391.7,0.0152666375567116,-3.59914565457884
391.72,0.0153301970530242,-3.59296862156693
391.74,0.0153937518873789,-3.58658596197482
391.76,0.0154573017404804,-3.57999509008781
391.78,0.0155208462927296,-3.57319330970313
391.8,0.0155843852242249,-3.56617781682261
391.82,0.0156479182147652,-3.55894570269389
391.84,0.0157114449438515,-3.55149395719236
391.86,0.0157749650906893,-3.54381947254519
391.88,0.0158384783341919,-3.53591904738485
391.9,0.015901984352981,-3.52778939113163
391.92,0.0159654828253905,-3.51942712869756
391.94,0.0160289734294687,-3.51082880550235
391.96,0.0160924558429805,-3.50199089279843
391.98,0.0161559297434105,-3.4929097932933
392,0.0162193948079649,-3.48358184706422
392.02,0.0162828507135751,-3.47400333775511
392.04,0.0163462971368995,-3.46417049904561
392.06,0.0164097337543266,-3.45407952138672
392.08,0.0164731602419783,-3.44372655898848
392.1,0.0165365762757116,-3.43310773705313
392.12,0.0165999815311225,-3.42221915924223
392.14,0.0166633756835484,-3.41105691536568
392.16,0.0167267584080711,-3.39961708928411
392.18,0.0167901293795203,-3.38789576701046
392.2,0.0168534882724755,-3.37588904500028
392.22,0.01691683476127,-3.36359303861951
392.24,0.0169801685199938,-3.35100389077649
392.26,0.0170434892224967,-3.33811778070428
392.28,0.0171067965423912,-3.32493093288429
392.3,0.0171700901530558,-3.31143962609448
392.32,0.0172333697276385,-3.29764020257098
392.34,0.0172966349390602,-3.28352907726924
392.36,0.017359885460017,-3.26910274721065
392.38,0.0174231209629847,-3.25435780090305
392.4,0.0174863411202212,-3.23929092781722
392.42,0.0175495456037709,-3.22389892791104
392.44,0.0176127340854672,-3.2081787211817
392.46,0.0176759062369363,-3.19212735723557
392.48,0.0177390617296006,-3.17574202486042
392.5,0.0178022002346821,-3.15902006158536
392.52,0.0178653214232066,-3.1419589632148
392.54,0.0179284249660062,-3.12455639332256
392.56,0.0179915105337237,-3.10681019269006
392.58,0.0180545777968158,-3.08871838867704
392.6,0.0181176264255567,-3.07027920450804
392.62,0.018180656090042,-3.05149106846315
392.64,0.0182436664601924,-3.0323526229556
392.66,0.0183066572057571,-3.01286273348503
392.68,0.0183696279963174,-2.99302049745278
392.7,0.0184325785012911,-2.97282525282178
392.72,0.0184955083899355,-2.9522765866121
392.74,0.0185584173313521,-2.93137434321516
392.76,0.0186213049944895,-2.91011863251567
392.78,0.0186841710481474,-2.88850983780633
392.8,0.0187470151609808,-2.86654862348348
392.82,0.0188098370015038,-2.84423594251073
392.84,0.018872636238093,-2.82157304363852
392.86,0.0189354125389924,-2.79856147836618
392.88,0.0189981655723165,-2.77520310763576
392.9,0.0190608950060539,-2.75150010824531
392.92,0.0191236005080723,-2.72745497897066
392.94,0.0191862817461218,-2.70307054638366
392.96,0.0192489383878389,-2.67834997035792
392.98,0.019311570100751,-2.65329674924879
393,0.0193741765522798,-2.62791472474082
393.02,0.0194367574097454,-2.60220808634999
393.04,0.0194993123403709,-2.57618137557303
393.06,0.019561841011286,-2.54983948967462
393.08,0.0196243430895308,-2.52318768510323
393.1,0.0196868182420607,-2.49623158052769
393.12,0.0197492661357496,-2.46897715948728
393.14,0.0198116864373947,-2.44143077264709
393.16,0.0198740788137207,-2.4135991396521
393.18,0.0199364429313826,-2.38548935057389
393.2,0.0199987784569716,-2.35710886694295
393.22,0.0200610850570186,-2.32846552236292
393.24,0.0201233623979979,-2.29956752269813
393.26,0.0201856101463318,-2.27042344583476
393.28,0.0202478279683947,-2.24104224100702
393.3,0.0203100155305172,-2.21143322768771
393.32,0.0203721724989906,-2.18160609403779
393.34,0.0204342985400705,-2.15157089491468
393.36,0.0204963933199822,-2.12133804943557
393.38,0.0205584565049237,-2.09091833809422
393.4,0.0206204877610701,-2.06032289943107
393.42,0.0206824867545784,-2.02956322625623
393.44,0.0207444531515914,-1.99865116142363
393.46,0.0208063866182419,-1.96759889315895
393.48,0.0208682868206575,-1.93641894994231
393.5,0.0209301534249641,-1.90512419494478
393.52,0.0209919860972906,-1.87372782002518
393.54,0.0210537845037729,-1.84224333928564
393.56,0.0211155483105584,-1.8106845821921
393.58,0.0211772771838102,-1.77906568626315
393.6,0.0212389707897118,-1.74740108932909
393.62,0.0213006287944707,-1.715705521371
393.64,0.0213622508643231,-1.68399399593968
393.66,0.0214238366655378,-1.65228180116476
393.68,0.0214853858644212,-1.62058449035872
393.7,0.0215468981273209,-1.58891787222285
393.72,0.0216083731206308,-1.55729800066295
393.74,0.0216698105107943,-1.52574116422365
393.76,0.0217312099643093,-1.49426387514791
393.78,0.021792571147733,-1.46288285807375
393.8,0.0218538937276851,-1.43161503837502
393.82,0.0219151773708527,-1.40047753015861
393.84,0.0219764217439947,-1.36948762392682
393.86,0.022037626513946,-1.33866277391781
393.88,0.0220987913476217,-1.3080205851336
393.9,0.0221599159120216,-1.27757880006954
393.92,0.0222209998742345,-1.2473552851575
393.94,0.0222820429014421,-1.21736801693278
393.96,0.0223430446609237,-1.18763506794352
393.98,0.0224040048200607,-1.15817459241017
394,0.0224649230463405,-1.12900481165435
394.02,0.022525799007361,-1.10014399930727
394.04,0.022586632370835,-1.07161046631619
394.06,0.0226474228045942,-1.0434225457618
394.08,0.0227081699765937,-1.0155985775025
394.1,0.022768873554916,-0.988156892661556
394.12,0.0228295332077761,-0.961115797974132
394.14,0.0228901486035253,-0.934493560008306
394.16,0.0229507194106547,-0.908308389279326
394.18,0.0230112452978006,-0.882578424272744
394.2,0.0230717259337488,-0.857321715392975
394.22,0.0231321609874382,-0.8325562088554
394.24,0.0231925501279655,-0.808299730540342
394.26,0.023252893024589,-0.784569969824496
394.28,0.0233131893467336,-0.761384463409252
394.3,0.0233734387639945,-0.738760579163322
394.32,0.0234336409461416,-0.716715499998187
394.34,0.0234937955631239,-0.695266207792579
394.36,0.0235539022850732,-0.674429467387843
394.38,0.0236139607823097,-0.654221810667948
394.4,0.0236739707253444,-0.634659520745561
394.42,0.0237339317848847,-0.615758616271715
394.44,0.0237938436318377,-0.597534835886137
394.46,0.0238537059373156,-0.580003622827049
394.48,0.0239135183726388,-0.563180109718578
394.5,0.0239732806093403,-0.547079103554274
394.52,0.0240329923191705,-0.531715070891995
394.54,0.0240926531741007,-0.517102123281423
394.56,0.0241522628463277,-0.503254002938682
394.58,0.0242118210082777,-0.490184068686182
394.6,0.0242713273326111,-0.477905282175659
394.62,0.0243307814922257,-0.46643019440991
394.64,0.0243901831602612,-0.455770932579938
394.66,0.0244495320101041,-0.445939187234097
394.68,0.0245088277153912,-0.436946199795558
394.7,0.024568069950013,-0.428802750441723
394.72,0.0246272583881194,-0.421519146363256
394.74,0.0246863927041225,-0.415105210415159
394.76,0.0247454725727018,-0.409570270176649
394.78,0.0248044976688072,-0.404923147431216
394.8,0.0248634676676636,-0.401172148082253
394.82,0.0249223822447756,-0.398325052517421
394.84,0.02498124107593,-0.396389106431543
394.86,0.0250400438372018,-0.395371012124546
394.88,0.0250987902049567,-0.395276920281335
394.9,0.0251574798558559,-0.396112422248143
394.92,0.0252161124668601,-0.397882542813208
394.94,0.0252746877152329,-0.400591733503944
394.96,0.0253332052785461,-0.404243866407199
394.98,0.0253916648346824,-0.408842228523292
395,0.0254500660618399,-0.414389516661666
395.02,0.0255084086385363,-0.420887832883263
395.04,0.0255666922436127,-0.428338680499962
395.06,0.0256249165562369,-0.436742960633568
395.08,0.0256830812559089,-0.446100969342333
395.1,0.0257411860224636,-0.456412395317693
395.12,0.0257992305360751,-0.467676318157202
395.14,0.0258572144772606,-0.479891207214841
395.16,0.0259151375268844,-0.493054921032808
395.18,0.0259729993661612,-0.507164707355984
395.2,0.0260307996766611,-0.522217203730356
395.22,0.0260885381403127,-0.538208438685844
395.24,0.0261462144394071,-0.555133833502842
395.26,0.026203828256602,-0.57298820456112
395.28,0.0262613792749251,-0.591765766271975
395.3,0.0263188671777782,-0.611460134585897
395.32,0.0263762916489414,-0.6320643310779
395.34,0.0264336523725762,-0.653570787603041
395.36,0.0264909490332297,-0.675971351518768
395.38,0.0265481813158382,-0.699257291468086
395.4,0.0266053489057312,-0.723419303718429
395.42,0.0266624514886351,-0.74844751904751
395.44,0.0267194887506768,-0.774331510170067
395.46,0.0267764603783877,-0.801060299696906
395.48,0.0268333660587068,-0.828622368617431
395.5,0.0268902054789856,-0.857005665294806
395.52,0.0269469783269901,-0.886197614964798
395.54,0.0270036842909065,-0.916185129727284
395.56,0.0270603230593433,-0.946954619017389
395.58,0.0271168943213356,-0.978492000546493
395.6,0.0271733977663486,-1.01078271169751
395.62,0.0272298330842811,-1.0438117213629
395.64,0.0272861999654699,-1.07756354221092
395.66,0.0273424981006919,-1.11202224336562
395.68,0.02739872718117,-1.14717146348507
395.7,0.0274548868985739,-1.1829944242232
395.72,0.0275109769450257,-1.21947394405757
395.74,0.0275669970131028,-1.25659245246864
395.76,0.0276229467958415,-1.29433200445188
395.78,0.0276788259867406,-1.3326742953459
395.8,0.0277346342797646,-1.37160067595875
395.82,0.0277903713693476,-1.41109216797475
395.84,0.0278460369503964,-1.45112947962257
395.86,0.0279016307182944,-1.49169302158509
395.88,0.0279571523689048,-1.53276292313502
395.9,0.0280126015985744,-1.57431904847258
395.92,0.0280679781041362,-1.61634101324848
395.94,0.0281232815829138,-1.65880820125257
395.96,0.0281785117327243,-1.70169978124676
395.98,0.0282336682518813,-1.74499472392106
396,0.0282887508391996,-1.78867181895689
396.02,0.0283437591939973,-1.83270969217213
396.04,0.0283986930160992,-1.87708682273108
396.06,0.0284535520058408,-1.92178156039668
396.08,0.0285083358640718,-1.96677214280721
396.1,0.0285630442921584,-2.01203671275342
396.12,0.0286176769919873,-2.05755333543912
396.14,0.0286722336659685,-2.10330001570369
396.16,0.0287267140170394,-2.14925471518574
396.18,0.0287811177486673,-2.19539536940876
396.2,0.0288354445648527,-2.24169990477023
396.22,0.0288896941701332,-2.28814625541099
396.24,0.0289438662695854,-2.33471237995012
396.26,0.0289979605688296,-2.38137627806343
396.28,0.0290519767740318,-2.42811600688676
396.3,0.0291059145919079,-2.4749096972276
396.32,0.0291597737297258,-2.52173556956567
396.34,0.0292135538953089,-2.56857194982489
396.36,0.0292672547970401,-2.61539728489945
396.38,0.029320876143863,-2.66219015791835
396.4,0.0293744176452875,-2.70892930323064
396.42,0.0294278790113903,-2.75559362109568
396.44,0.0294812599528199,-2.8021621920647
396.46,0.0295345601807987,-2.84861429103638
396.48,0.0295877794071262,-2.89492940097464
396.5,0.0296409173441822,-2.94108722627305
