Time,AngleX
254.9,22.9338564
255,23.45802115
255.1,23.97280301
255.2,24.47799607
255.3,24.97339825
255.4,25.45881141
255.5,25.93404138
255.6,26.39889808
255.7,26.85319557
255.8,27.29675215
255.9,27.72939038
256,28.15093723
256.1,28.56122408
256.2,28.96008683
256.3,29.34736592
256.4,29.72290646
256.5,30.08655823
256.6,30.43817578
256.7,30.77761846
256.8,31.10475051
256.9,31.41944107
257,31.72156428
257.1,32.01099928
257.2,32.28763031
257.3,32.55134672
257.4,32.80204302
257.5,33.03961895
257.6,33.26397946
257.7,33.47503483
257.8,33.67270063
257.9,33.8568978
258,34.02755266
258.1,34.18459695
258.2,34.32796787
258.3,34.45760805
258.4,34.57346565
258.5,34.67549432
258.6,34.76365325
258.7,34.83790719
258.8,34.89822644
258.9,34.94458685
259,34.9769699
259.1,34.99536262
259.2,34.99975767
259.3,34.99015328
259.4,34.9665533
259.5,34.92896716
259.6,34.8774099
259.7,34.81190214
259.8,34.73247008
259.9,34.6391455
260,34.53196572
260.1,34.41097362
260.2,34.27621758
260.3,34.12775152
260.4,33.96563481
260.5,33.7899323
260.6,33.60071427
260.7,33.3980564
260.8,33.18203975
260.9,32.95275073
261,32.71028104
261.1,32.45472768
261.2,32.18619287
261.3,31.904784
261.4,31.61061365
261.5,31.30379947
261.6,30.98446419
261.7,30.65273554
261.8,30.3087462
261.9,29.95263377
262,29.58454068
262.1,29.20461418
262.2,28.81300621
262.3,28.40987343
262.4,27.99537708
262.5,27.56968294
262.6,27.13296131
262.7,26.68538685
262.8,26.22713859
262.9,25.75839983
263,25.27935805
263.1,24.79020486
263.2,24.29113592
263.3,23.78235085
263.4,23.26405316
263.5,22.73645016
263.6,22.19975288
263.7,21.65417599
263.8,21.09993773
263.9,20.53725977
264,19.96636718
264.1,19.38748831
264.2,18.8008547
264.3,18.206701
264.4,17.60526486
264.5,16.99678685
264.6,16.38151036
264.7,15.75968148
264.8,15.13154893
264.9,14.49736397
265,13.85738026
265.1,13.21185377
265.2,12.56104273
265.3,11.90520743
265.4,11.24461021
265.5,10.5795153
265.6,9.910188715
265.7,9.236898192
265.8,8.559913032
265.9,7.879504021
266,7.195943314
266.1,6.509504326
266.2,5.820461622
266.3,5.129090811
266.4,4.435668433
266.5,3.740471846
266.6,3.043779121
266.7,2.345868924
266.8,1.647020411
266.9,0.947513112
267,0.24762682
267.1,-0.452358519
267.2,-1.152162921
267.3,-1.851506473
267.4,-2.550109447
267.5,-3.247692412
267.6,-3.943976342
267.7,-4.638682735
267.8,-5.331533716
267.9,-6.022252155
268,-6.710561774
268.1,-7.396187257
268.2,-8.078854364
268.3,-8.758290037
268.4,-9.434222511
268.5,-10.10638142
268.6,-10.77449791
268.7,-11.43830475
268.8,-12.09753642
268.9,-12.75192923
269,-13.40122145
269.1,-14.04515335
269.2,-14.68346738
269.3,-15.31590822
269.4,-15.94222289
269.5,-16.5621609
269.6,-17.17547426
269.7,-17.78191765
269.8,-18.38124852
269.9,-18.97322713
270,-19.55761671
270.1,-20.1341835
270.2,-20.70269688
270.3,-21.26292947
270.4,-21.81465716
270.5,-22.35765928
270.6,-22.89171864
270.7,-23.41662161
270.8,-23.93215825
270.9,-24.43812234
271,-24.93431151
271.1,-25.42052729
271.2,-25.8965752
271.3,-26.36226482
271.4,-26.81740988
271.5,-27.26182835
271.6,-27.69534244
271.7,-28.11777876
271.8,-28.52896835
271.9,-28.92874673
272,-29.316954
272.1,-29.69343488
272.2,-30.05803878
272.3,-30.41061986
272.4,-30.7510371
272.5,-31.07915434
272.6,-31.39484033
272.7,-31.6979688
272.8,-31.98841851
272.9,-32.26607328
273,-32.53082205
273.1,-32.78255892
273.2,-33.02118321
273.3,-33.24659946
273.4,-33.45871752
273.5,-33.65745253
273.6,-33.84272501
273.7,-34.01446086
273.8,-34.17259137
273.9,-34.31705331
274,-34.44778888
274.1,-34.56474579
274.2,-34.66787726
274.3,-34.75714205
274.4,-34.83250444
274.5,-34.8939343
274.6,-34.94140705
274.7,-34.9749037
274.8,-34.99441085
274.9,-34.99992071
275,-34.99143107
275.1,-34.96894532
275.2,-34.93247246
275.3,-34.88202707
275.4,-34.81762934
275.5,-34.73930502
275.6,-34.64708545
275.7,-34.5410075
275.8,-34.4211136
275.9,-34.28745173
276,-34.14007533
276.1,-33.97904335
276.2,-33.80442021
276.3,-33.61627575
276.4,-33.41468523
276.5,-33.19972928
276.6,-32.97149388
276.7,-32.73007033
276.8,-32.47555518
276.9,-32.20805024
277,-31.92766251
277.1,-31.63450415
277.2,-31.3286924
277.3,-31.0103496
277.4,-30.67960306
277.5,-30.3365851
277.6,-29.98143291
277.7,-29.61428854
277.8,-29.23529885
277.9,-28.84461543
278,-28.44239455
278.1,-28.0287971
278.2,-27.60398849
278.3,-27.16813866
278.4,-26.72142194
278.5,-26.264017
278.6,-25.79610681
278.7,-25.31787852
278.8,-24.82952341
278.9,-24.33123683
279,-23.82321808
279.1,-23.30567035
279.2,-22.77880067
279.3,-22.24281977
279.4,-21.69794205
279.5,-21.14438543
279.6,-20.58237134
279.7,-20.01212458
279.8,-19.43387323
279.9,-18.8478486
280,-18.25428507
280.1,-17.65342008
280.2,-17.04549395
280.3,-16.43074985
280.4,-15.80943368
280.5,-15.18179393
280.6,-14.54808168
280.7,-13.90855038
280.8,-13.26345585
280.9,-12.61305612
281,-11.95761133
281.1,-11.29738365
281.2,-10.63263718
281.3,-9.963637786
281.4,-9.290653074
281.5,-8.613952224
281.6,-7.933805907
281.7,-7.250486175
281.8,-6.564266344
281.9,-5.875420895
282,-5.184225355
282.1,-4.490956195
282.2,-3.795890711
282.3,-3.099306923
282.4,-2.401483452
282.5,-1.702699421
282.6,-1.003234332
282.7,-0.303367963
282.8,0.396619749
282.9,1.096448819
283,1.795839324
283.1,2.494511517
283.2,3.192185938
283.3,3.888583528
283.4,4.583425736
283.5,5.276434635
283.6,5.96733303
283.7,6.655844572
283.8,7.341693865
283.9,8.024606578
284,8.704309556
284.1,9.380530925
284.2,10.05300021
284.3,10.72144842
284.4,11.3856082
284.5,12.04521389
284.6,12.70000166
284.7,13.34970959
284.8,13.99407781
284.9,14.6328486
285,15.26576643
285.1,15.89257817
285.2,16.51303308
285.3,17.12688301
285.4,17.7338824
285.5,18.33378848
285.6,18.92636129
285.7,19.51136381
285.8,20.08856204
285.9,20.65772512
286,21.21862538
286.1,21.77103847
286.2,22.31474344
286.3,22.84952281
286.4,23.37516267
286.5,23.89145278
286.6,24.39818663
286.7,24.89516153
286.8,25.38217869
286.9,25.85904333
287,26.32556469
287.1,26.78155617
287.2,27.22683539
287.3,27.66122424
287.4,28.08454897
287.5,28.49664025
287.6,28.89733326
287.7,29.28646772
287.8,29.66388798
287.9,30.02944308
288,30.38298681
288.1,30.72437774
288.2,31.05347934
288.3,31.37015996
288.4,31.67429293
288.5,31.9657566
288.6,32.2444344
288.7,32.51021486
288.8,32.76299166
288.9,33.00266371
289,33.22913512
289.1,33.44231533
289.2,33.64211906
289.3,33.82846639
289.4,34.00128278
289.5,34.16049911
289.6,34.3060517
289.7,34.43788232
289.8,34.55593826
289.9,34.66017227
290,34.75054268
290.1,34.82701334
290.2,34.88955365
290.3,34.93813861
290.4,34.97274878
290.5,34.99337032
290.6,34.99999497
290.7,34.9926201
290.8,34.97124864
290.9,34.93588915
291,34.88655577
291.1,34.82326823
291.2,34.74605185
291.3,34.65493751
291.4,34.54996166
291.5,34.43116628
291.6,34.2985989
291.7,34.15231253
291.8,33.9923657
291.9,33.81882237
292,33.63175196
292.1,33.4312293
292.2,33.2173346
292.3,32.9901534
292.4,32.74977659
292.5,32.4963003
292.6,32.22982592
292.7,31.95046004
292.8,31.6583144
292.9,31.35350586
293,31.03615634
293.1,30.70639277
293.2,30.36434705
293.3,30.01015599
293.4,29.64396127
293.5,29.26590937
293.6,28.87615149
293.7,28.47484353
293.8,28.06214602
293.9,27.63822402
294,27.2032471
294.1,26.75738925
294.2,26.3008288
294.3,25.83374836
294.4,25.35633477
294.5,24.86877899
294.6,24.37127602
294.7,23.86402487
294.8,23.34722843
294.9,22.82109341
295,22.28583025
295.1,21.74165306
295.2,21.1887795
295.3,20.62743071
295.4,20.05783122
295.5,19.48020886
295.6,18.89479469
295.7,18.30182284
295.8,17.70153052
295.9,17.09415781
296,16.47994767
296.1,15.85914577
296.2,15.23200043
296.3,14.59876248
296.4,13.95968523
296.5,13.31502429
296.6,12.66503752
296.7,12.0099849
296.8,11.35012844
296.9,10.68573209
297,10.01706158
297.1,9.34438439
297.2,8.667969565
297.3,7.988087669
297.4,7.305010644
297.5,6.619011712
297.6,5.930365264
297.7,5.239346749
297.8,4.546232565
297.9,3.851299948
298,3.154826863
298.1,2.457091889
298.2,1.758374111
298.3,1.058953007
298.4,0.359108336
298.5,-0.340879973
298.6,-1.040731936
298.7,-1.740167619
298.8,-2.438907258
298.9,-3.136671368
299,-3.83318085
299.1,-4.528157111
299.2,-5.22132217
299.3,-5.912398769
299.4,-6.601110488
299.5,-7.28718185
299.6,-7.970338437
299.7,-8.650306995
299.8,-9.326815546
299.9,-9.999593494
300,-10.66837174
300.1,-11.33288278
300.2,-11.99286081
300.3,-12.64804186
300.4,-13.29816387
300.5,-13.94296678
300.6,-14.5821927
300.7,-15.21558593
300.8,-15.84289313
300.9,-16.46386338
301,-17.07824831
301.1,-17.68580217
301.2,-18.28628194
301.3,-18.87944744
301.4,-19.46506142
301.5,-20.04288963
301.6,-20.61270095
301.7,-21.17426747
301.8,-21.72736456
301.9,-22.27177099
302,-22.80726902
302.1,-23.33364444
302.2,-23.85068671
302.3,-24.35818903
302.4,-24.8559484
302.5,-25.34376572
302.6,-25.82144587
302.7,-26.28879778
302.8,-26.74563453
302.9,-27.19177338
303,-27.62703588
303.1,-28.05124794
303.2,-28.46423987
303.3,-28.86584649
303.4,-29.25590715
303.5,-29.63426584
303.6,-30.00077122
303.7,-30.35527669
303.8,-30.69764045
303.9,-31.02772557
304,-31.34540001
304.1,-31.65053671
304.2,-31.94301361
304.3,-32.22271374
304.4,-32.48952521
304.5,-32.7433413
304.6,-32.98406049
304.7,-33.2115865
304.8,-33.42582832
304.9,-33.62670025
305,-33.81412195
305.1,-33.98801845
305.2,-34.1483202
305.3,-34.29496307
305.4,-34.42788842
305.5,-34.54704307
305.6,-34.65237937
305.7,-34.74385517
305.8,-34.82143389
305.9,-34.88508451
306,-34.93478156
306.1,-34.97050516
306.2,-34.99224102
306.3,-34.99998046
306.4,-34.99372037
306.5,-34.97346325
306.6,-34.93921722
306.7,-34.89099597
306.8,-34.82881879
306.9,-34.75271054
307,-34.66270167
307.1,-34.55882818
307.2,-34.44113162
307.3,-34.30965907
307.4,-34.16446311
307.5,-34.00560182
307.6,-33.83313875
307.7,-33.64714287
307.8,-33.44768858
307.9,-33.23485566
308,-33.00872925
308.1,-32.76939978
308.2,-32.51696299
308.3,-32.25151984
308.4,-31.97317652
308.5,-31.68204436
308.6,-31.3782398
308.7,-31.06188436
308.8,-30.73310458
308.9,-30.39203197
309,-30.03880295
309.1,-29.67355882
309.2,-29.29644565
309.3,-28.9076143
309.4,-28.50722028
309.5,-28.09542376
309.6,-27.67238945
309.7,-27.23828654
309.8,-26.79328869
309.9,-26.33757387
310,-25.87132438
310.1,-25.39472671
310.2,-24.90797148
310.3,-24.41125339
310.4,-23.90477113
310.5,-23.38872728
310.6,-22.86332825
310.7,-22.3287842
310.8,-21.78530892
310.9,-21.23311982
311,-20.67243775
311.1,-20.10348698
311.2,-19.52649508
311.3,-18.94169285
311.4,-18.34931419
311.5,-17.74959605
311.6,-17.14277831
311.7,-16.52910369
311.8,-15.90881764
311.9,-15.28216828
312,-14.64940626
312.1,-14.01078467
312.2,-13.36655895
312.3,-12.71698679
312.4,-12.062328
312.5,-11.40284444
312.6,-10.7387999
312.7,-10.07045997
312.8,-9.398092003
312.9,-8.721964921
313,-8.042349169
313.1,-7.359516584
313.2,-6.673740291
313.3,-5.985294591
313.4,-5.294454853
313.5,-4.601497403
313.6,-3.906699416
313.7,-3.210338801
313.8,-2.512694094
313.9,-1.814044342
314,-1.114668997
314.1,-0.414847799
314.2,0.285139333
314.3,0.985012413
314.4,1.6844915
314.5,2.383296814
314.6,3.081148841
314.7,3.777768449
314.8,4.472877
314.9,5.16619646
315,5.857449511
315.1,6.546359659
315.2,7.232651351
315.3,7.916050079
315.4,8.596282493
315.5,9.273076508
315.6,9.946161416
315.7,10.61526799
315.8,11.2801286
315.9,11.94047731
316,12.59604999
316.1,13.24658442
316.2,13.89182038
316.3,14.53149981
316.4,15.16536683
316.5,15.7931679
316.6,16.41465192
316.7,17.0295703
316.8,17.63767707
316.9,18.23872901
317,18.83248571
317.1,19.41870965
317.2,19.99716638
317.3,20.5676245
317.4,21.12985585
317.5,21.68363553
317.6,22.22874206
317.7,22.76495738
317.8,23.29206702
317.9,23.80986015
318,24.31812965
318.1,24.81667222
318.2,25.30528845
318.3,25.78378291
318.4,26.25196419
318.5,26.70964504
318.6,27.15664239
318.7,27.59277745
318.8,28.01787576
318.9,28.43176729
319,28.8342865
319.1,29.22527237
319.2,29.60456853
319.3,29.97202325
319.4,30.32748957
319.5,30.67082529
319.6,31.00189309
319.7,31.32056055
319.8,31.6267002
319.9,31.92018959
320,32.20091134
320.1,32.46875314
320.2,32.72360788
320.3,32.96537362
320.4,33.19395364
320.5,33.40925652
320.6,33.61119615
320.7,33.79969174
320.8,33.97466791
320.9,34.13605467
321,34.28378746
321.1,34.41780719
321.2,34.53806026
321.3,34.64449856
321.4,34.73707953
321.5,34.81576612
321.6,34.88052688
321.7,34.93133589
321.8,34.96817283
321.9,34.99102297
322,34.99987716
322.1,34.99473187
322.2,34.97558916
322.3,34.94245667
322.4,34.89534767
322.5,34.834281
322.6,34.75928107
322.7,34.6703779
322.8,34.56760704
322.9,34.4510096
323,34.32063221
323.1,34.17652703
323.2,34.01875169
323.3,33.84736931
323.4,33.66244843
323.5,33.46406301
323.6,33.25229242
323.7,33.02722136
323.8,32.78893985
323.9,32.5375432
324,32.27313196
324.1,31.9958119
324.2,31.70569395
324.3,31.40289414
324.4,31.08753359
324.5,30.75973844
324.6,30.41963981
324.7,30.06737372
324.8,29.70308109
324.9,29.32690762
325,28.93900378
325.1,28.53952473
325.2,28.12863024
325.3,27.70648468
325.4,27.27325689
325.5,26.82912016
325.6,26.37425215
325.7,25.90883478
325.8,25.43305423
325.9,24.94710079
326,24.45116884
326.1,23.94545676
326.2,23.43016681
326.3,22.90550511
326.4,22.3716815
326.5,21.82890953
326.6,21.27740628
326.7,20.71739236
326.8,20.14909175
326.9,19.57273177
327,18.98854297
327.1,18.39675899
327.2,17.79761657
327.3,17.19135533
327.4,16.57821778
327.5,15.95844916
327.6,15.33229737
327.7,14.70001287
327.8,14.06184857
327.9,13.41805971
328,12.7689038
328.1,12.1146405
328.2,11.45553151
328.3,10.79184046
328.4,10.12383282
328.5,9.451775778
328.6,8.775938152
328.7,8.096590268
328.8,7.414003856
328.9,6.728451941
329,6.040208736
329.1,5.349549527
329.2,4.65675057
329.3,3.962088974
329.4,3.265842596
329.5,2.568289924
329.6,1.869709971
329.7,1.170382159
329.8,0.470586209
329.9,-0.229397969
330,-0.929290391
330.1,-1.628811109
330.2,-2.327680324
330.3,-3.025618498
330.4,-3.722346465
330.5,-4.417585544
330.6,-5.111057646
330.7,-5.802485394
330.8,-6.491592226
330.9,-7.178102506
331,-7.861741642
331.1,-8.542236186
331.2,-9.219313949
331.3,-9.892704109
331.4,-10.56213732
331.5,-11.22734582
331.6,-11.88806352
331.7,-12.54402617
331.8,-13.19497136
331.9,-13.84063875
332,-14.48077006
332.1,-15.11510926
332.2,-15.74340262
332.3,-16.36539883
332.4,-16.98084909
332.5,-17.58950724
332.6,-18.19112982
332.7,-18.7854762
332.8,-19.37230863
332.9,-19.9513924
333,-20.52249588
333.1,-21.08539063
333.2,-21.63985151
333.3,-22.18565673
333.4,-22.72258799
333.5,-23.25043052
333.6,-23.76897318
333.7,-24.27800858
333.8,-24.77733309
333.9,-25.266747
334,-25.74605455
334.1,-26.21506401
334.2,-26.67358781
334.3,-27.12144252
334.4,-27.55844902
334.5,-27.9844325
334.6,-28.39922259
334.7,-28.80265337
334.8,-29.19456346
334.9,-29.57479613
335,-29.94319926
335.1,-30.29962552
335.2,-30.64393233
335.3,-30.97598198
335.4,-31.29564165
335.5,-31.60278347
335.6,-31.89728461
335.7,-32.17902726
335.8,-32.44789872
335.9,-32.70379146
336,-32.94660312
336.1,-33.17623658
336.2,-33.39259998
336.3,-33.59560679
336.4,-33.7851758
336.5,-33.9612312
336.6,-34.12370255
336.7,-34.27252488
336.8,-34.40763866
336.9,-34.52898983
337,-34.63652988
337.1,-34.73021577
337.2,-34.81001004
337.3,-34.87588077
337.4,-34.92780161
337.5,-34.9657518
337.6,-34.98971615
337.7,-34.99968509
337.8,-34.99565461
337.9,-34.97762634
338,-34.94560749
338.1,-34.89961086
338.2,-34.83965485
338.3,-34.76576344
338.4,-34.6779662
338.5,-34.57629822
338.6,-34.46080019
338.7,-34.3315183
338.8,-34.18850426
338.9,-34.03181527
339,-33.86151401
339.1,-33.6776686
339.2,-33.48035257
339.3,-33.26964484
339.4,-33.0456297
339.5,-32.80839675
339.6,-32.55804087
339.7,-32.29466222
339.8,-32.01836613
339.9,-31.72926312
340,-31.42746882
340.1,-31.11310396
340.2,-30.78629428
340.3,-30.44717048
340.4,-30.09586823
340.5,-29.73252802
340.6,-29.35729521
340.7,-28.97031986
340.8,-28.57175678
340.9,-28.16176537
341,-27.74050963
341.1,-27.30815806
341.2,-26.86488359
341.3,-26.41086352
341.4,-25.94627946
341.5,-25.47131723
341.6,-24.98616682
341.7,-24.49102228
341.8,-23.98608165
341.9,-23.4715469
342,-22.94762386
342.1,-22.41452207
342.2,-21.87245477
342.3,-21.32163877
342.4,-20.76229441
342.5,-20.19464541
342.6,-19.61891882
342.7,-19.03534492
342.8,-18.44415713
342.9,-17.84559193
343,-17.23988874
343.1,-16.62728981
343.2,-16.00804019
343.3,-15.38238757
343.4,-14.7505822
343.5,-14.1128768
343.6,-13.46952643
343.7,-12.82078843
343.8,-12.16692228
343.9,-11.50818953
344,-10.84485366
344.1,-10.17717998
344.2,-9.505435578
344.3,-8.829889123
344.4,-8.150810831
344.5,-7.468472322
344.6,-6.783146525
344.7,-6.095107559
344.8,-5.404630632
344.9,-4.711991924
345,-4.017468482
345.1,-3.321338107
345.2,-2.623879241
345.3,-1.925370857
345.4,-1.226092352
345.5,-0.526323425
345.6,0.173656023
345.7,0.873566012
345.8,1.573126586
345.9,2.27205793
346,2.970080481
346.1,3.66691504
346.2,4.362282882
346.3,5.055905868
346.4,5.74750656
346.5,6.436808326
346.6,7.123535454
346.7,7.807413263
346.8,8.488168211
346.9,9.165528004
347,9.839221709
347.1,10.50897986
347.2,11.17453455
347.3,11.83561958
347.4,12.49197052
347.5,13.14332484
347.6,13.78942201
347.7,14.43000358
347.8,15.06481335
347.9,15.6935974
348,16.31610422
348.1,16.93208481
348.2,17.54129279
348.3,18.14348449
348.4,18.73841904
348.5,19.32585847
348.6,19.90556782
348.7,20.4773152
348.8,21.04087193
348.9,21.59601259
349,22.14251514
349.1,22.68016097
349.2,23.20873504
349.3,23.72802593
349.4,24.23782592
349.5,24.73793111
349.6,25.22814145
349.7,25.70826088
349.8,26.17809734
349.9,26.63746291
350,27.08617385
350.1,27.52405069
350.2,27.95091827
350.3,28.36660585
350.4,28.77094718
350.5,29.1637805
350.6,29.54494871
350.7,29.91429932
350.8,30.27168462
350.9,30.61696165
351,30.9499923
351.1,31.27064336
351.2,31.57878659
351.3,31.87429872
351.4,32.15706156
351.5,32.426962
351.6,32.68389209
351.7,32.92774905
351.8,33.15843536
351.9,33.37585874
352,33.57993221
352.1,33.77057416
352.2,33.94770834
352.3,34.11126388
352.4,34.26117537
352.5,34.39738284
352.6,34.51983183
352.7,34.62847334
352.8,34.72326392
352.9,34.80416566
353,34.8711462
353.1,34.92417874
353.2,34.96324208
353.3,34.98832059
353.4,34.99940424
353.5,34.99648859
353.6,34.97957481
353.7,34.94866967
353.8,34.90378552
353.9,34.84494033
354,34.77215763
354.1,34.68546653
354.2,34.5849017
354.3,34.47050337
354.4,34.3423173
354.5,34.20039477
354.6,34.04479253
354.7,33.87557282
354.8,33.69280334
354.9,33.49655719
355,33.28691286
355.1,33.06395421
355.2,32.82777042
355.3,32.57845596
355.4,32.31611055
355.5,32.04083913
355.6,31.7527518
355.7,31.45196379
355.8,31.13859542
355.9,30.81277202
356,30.47462393
356.1,30.12428639
356.2,29.76189954
356.3,29.38760832
356.4,29.00156246
356.5,28.60391635
356.6,28.19482906
356.7,27.77446422
356.8,27.34298996
356.9,26.90057887
357,26.4474079
357.1,25.98365833
357.2,25.50951563
357.3,25.02516948
357.4,24.53081358
357.5,24.02664569
357.6,23.51286746
357.7,22.9896844
357.8,22.45730577
357.9,21.91594452
358,21.36581718
358.1,20.8071438
358.2,20.24014784
358.3,19.66505609
358.4,19.08209858
358.5,18.49150849
358.6,17.89352204
358.7,17.28837842
358.8,16.67631967
358.9,16.05759063
359,15.43243876
359.1,14.80111412
359.2,14.16386923
359.3,13.52095898
359.4,12.87264053
359.5,12.2191732
359.6,11.56081835
359.7,10.89783934
359.8,10.23050134
359.9,9.559071267
360,8.883817697
360.1,8.205010718
360.2,7.522921844
360.3,6.837823903
360.4,6.149990922
360.5,5.459698027
360.6,4.767221326
360.7,4.0728378
360.8,3.376825193
360.9,2.679461901
361,1.98102686
361.1,1.281799435
361.2,0.582059307
361.3,-0.117913637
361.4,-0.817839417
361.5,-1.517438073
361.6,-2.216429773
361.7,-2.914534931
361.8,-3.611474313
361.9,-4.306969155
362,-5.000741266
362.1,-5.692513147
362.2,-6.382008099
362.3,-7.068950332
362.4,-7.75306508
362.5,-8.434078705
362.6,-9.111718811
362.7,-9.785714351
362.8,-10.45579574
362.9,-11.12169494
363,-11.78314562
363.1,-12.43988319
363.2,-13.09164498
363.3,-13.73817028
363.4,-14.3792005
363.5,-15.01447923
363.6,-15.64375237
363.7,-16.26676822
363.8,-16.88327758
363.9,-17.49303385
364,-18.09579314
364.1,-18.69131435
364.2,-19.27935929
364.3,-19.85969274
364.4,-20.43208258
364.5,-20.99629986
364.6,-21.5521189
364.7,-22.09931737
364.8,-22.63767642
364.9,-23.1669807
365,-23.68701849
365.1,-24.19758179
365.2,-24.69846638
365.3,-25.18947192
365.4,-25.670402
365.5,-26.14106426
365.6,-26.60127045
365.7,-27.05083648
365.8,-27.48958254
365.9,-27.91733313
366,-28.33391717
366.1,-28.73916801
366.2,-29.13292357
366.3,-29.51502634
366.4,-29.8853235
366.5,-30.24366693
366.6,-30.5899133
366.7,-30.9239241
366.8,-31.24556576
366.9,-31.5547096
367,-31.85123197
367.1,-32.13501428
367.2,-32.40594302
367.3,-32.6639098
367.4,-32.90881146
367.5,-33.14055004
367.6,-33.35903283
367.7,-33.56417246
367.8,-33.75588686
367.9,-33.93409936
368,-34.09873868
368.1,-34.24973895
368.2,-34.38703978
368.3,-34.51058626
368.4,-34.62032896
368.5,-34.71622399
368.6,-34.798233
368.7,-34.86632317
368.8,-34.92046729
368.9,-34.96064368
369,-34.98683627
369.1,-34.99903461
369.2,-34.99723379
369.3,-34.98143455
369.4,-34.95164319
369.5,-34.90787165
369.6,-34.85013743
369.7,-34.77846361
369.8,-34.69287887
369.9,-34.59341745
370,-34.48011912
370.1,-34.3530292
370.2,-34.21219852
370.3,-34.05768343
370.4,-33.88954571
370.5,-33.70785263
370.6,-33.51267685
370.7,-33.30409646
370.8,-33.08219486
370.9,-32.84706083
371,-32.59878842
371.1,-32.33747692
371.2,-32.06323086
371.3,-31.77615994
371.4,-31.47637898
371.5,-31.16400789
371.6,-30.83917161
371.7,-30.50200007
371.8,-30.15262814
371.9,-29.79119556
372,-29.4178469
372.1,-29.03273149
372.2,-28.63600337
372.3,-28.22782124
372.4,-27.80834835
372.5,-27.3777525
372.6,-26.93620591
372.7,-26.4838852
372.8,-26.02097128
372.9,-25.54764933
373,-25.06410865
373.1,-24.57054267
373.2,-24.06714879
373.3,-23.55412838
373.4,-23.03168663
373.5,-22.50003251
373.6,-21.95937868
373.7,-21.4099414
373.8,-20.85194042
373.9,-20.28559894
374,-19.71114349
374.1,-19.12880385
374.2,-18.53881294
374.3,-17.94140675
374.4,-17.33682424
374.5,-16.72530724
374.6,-16.10710033
374.7,-15.48245079
374.8,-14.85160849
374.9,-14.21482573
375,-13.57235724
375.1,-12.92445998
375.2,-12.27139312
375.3,-11.61341786
375.4,-10.95079738
375.5,-10.28379674
375.6,-9.612682709
375.7,-8.937723736
375.8,-8.259189793
375.9,-7.577352284
376,-6.892483936
376.1,-6.204858685
376.2,-5.514751574
376.3,-4.822438636
376.4,-4.128196787
376.5,-3.432303714
376.6,-2.735037765
376.7,-2.036677838
376.8,-1.337503267
376.9,-0.637793712
377,0.062170952
377.1,0.762110748
377.2,1.46174571
377.3,2.160795993
377.4,2.858981987
377.5,3.556024426
377.6,4.251644503
377.7,4.945563978
377.8,5.637505294
377.9,6.327191683
378,7.01434728
378.1,7.698697231
378.2,8.379967806
378.3,9.057886506
378.4,9.732182171
378.5,10.40258509
378.6,11.06882712
378.7,11.73064177
378.8,12.38776431
378.9,13.03993191
379,13.68688372
379.1,14.32836095
379.2,14.96410703
379.3,15.59386767
379.4,16.21739096
379.5,16.83442752
379.6,17.44473053
379.7,18.04805588
379.8,18.64416225
379.9,19.23281121
380,19.81376729
380.1,20.38679813
380.2,20.95167453
380.3,21.50817053
380.4,22.05606356
380.5,22.59513445
380.6,23.12516759
380.7,23.64595097
380.8,24.15727628
380.9,24.65893901
381,25.15073849
381.1,25.63247801
381.2,26.10396488
381.3,26.56501051
381.4,27.0154305
381.5,27.45504467
381.6,27.88367719
381.7,28.30115661
381.8,28.70731594
381.9,29.10199273
382,29.48502911
382.1,29.85627188
382.2,30.21557253
382.3,30.56278736
382.4,30.89777747
382.5,31.22040889
382.6,31.53055257
382.7,31.82808444
382.8,32.1128855
382.9,32.38484184
383,32.64384467
383.1,32.8897904
383.2,33.12258065
383.3,33.34212231
383.4,33.54832757
383.5,33.74111394
383.6,33.92040432
383.7,34.08612699
383.8,34.23821566
383.9,34.3766095
384,34.50125315
384.1,34.61209677
384.2,34.70909601
384.3,34.79221207
384.4,34.86141171
384.5,34.91666725
384.6,34.95795659
384.7,34.98526321
384.8,34.9985762
384.9,34.99789022
385,34.98320555
385.1,34.95452807
385.2,34.91186924
385.3,34.85524612
385.4,34.78468138
385.5,34.70020322
385.6,34.60184545
385.7,34.4896474
385.8,34.36365395
385.9,34.2239155
386,34.07048794
386.1,33.90343263
386.2,33.72281641
386.3,33.52871151
386.4,33.32119557
386.5,33.1003516
386.6,32.86626792
386.7,32.61903818
386.8,32.35876126
386.9,32.08554127
387,31.79948748
387.1,31.50071433
387.2,31.18934131
387.3,30.86549297
387.4,30.52929884
387.5,30.18089341
387.6,29.82041601
387.7,29.44801085
387.8,29.06382688
387.9,28.66801776
388,28.26074182
388.1,27.84216195
388.2,27.4124456
388.3,26.97176463
388.4,26.52029531
388.5,26.05821824
388.6,25.58571822
388.7,25.10298425
388.8,24.61020943
388.9,24.10759085
389,23.59532955
389.1,23.07363044
389.2,22.54270218
389.3,22.00275715
389.4,21.4540113
389.5,20.89668414
389.6,20.33099858
389.7,19.75718089
389.8,19.17546059
389.9,18.58607037
390,17.98924596
390.1,17.3852261
390.2,16.77425237
390.3,16.15656917
390.4,15.53242356
390.5,14.90206518
390.6,14.26574618
390.7,13.62372107
390.8,12.97624665
390.9,12.32358191
391,11.6659879
391.1,11.00372765
391.2,10.33706605
