Omega_plot,S_plot
0.010471975511966,0
0.020943951023932,0
0.0314159265358979,0
0.0418879020478639,0
0.0523598775598299,0
0.0628318530717959,0
0.0733038285837618,0
0.0837758040957278,0
0.0942477796076938,0
0.10471975511966,0
0.115191730631626,0
0.125663706143592,0
0.136135681655558,0
0.146607657167524,8.6754519379797e-276
0.15707963267949,1.27829388746063e-208
0.167551608191456,1.4463661918234e-160
0.178023583703422,1.83150935203584e-125
0.188495559215388,2.39436810311352e-99
0.198967534727354,1.34305319546513e-79
0.20943951023932,1.90485094891528e-64
0.219911485751285,1.13901177848422e-52
0.230383461263251,2.07766060740176e-43
0.240855436775217,4.76202761751484e-36
0.251327412287183,3.8348022785257e-30
0.261799387799149,2.31400199577785e-25
0.272271363311115,1.84106408790831e-21
0.282743338823081,2.95887144479464e-18
0.293215314335047,1.33021608776172e-15
0.303687289847013,2.15002996661327e-13
0.314159265358979,1.51876559049381e-11
0.324631240870945,5.46526627664286e-10
0.335103216382911,1.13099081793685e-08
0.345575191894877,1.48254108359191e-07
0.356047167406843,1.33030235147136e-06
0.366519142918809,8.7000396989672e-06
0.376991118430775,4.36378827800068e-05
0.387463093942741,0.000175021416737927
0.397935069454707,0.000580901410728271
0.408407044966673,0.00164140559595138
0.418879020478639,0.00404266129261213
0.429350995990605,0.00885119262428622
0.439822971502571,0.01751397076192
0.450294947014537,0.0317577664385196
0.460766922526503,0.0533949408866002
0.471238898038469,0.0840750628884764
0.481710873550435,0.125038986933963
0.492182849062401,0.176930134236124
0.502654824574367,0.239702072477709
0.513126800086333,0.31264204097819
0.523598775598299,0.394515570973794
0.534070751110265,0.483831392487096
0.544542726622231,0.579225467561207
0.555014702134197,0.679960464258935
0.565486677646163,0.786524674762984
0.575958653158129,0.901291484125757
0.586430628670095,1.02917483566038
0.596902604182061,1.17819197621502
0.607374579694027,1.35979560050397
0.617846555205993,1.58868383430019
0.628318530717959,1.88143231775142
0.638790506229925,2.25272607085633
0.64926248174189,2.7076434612734
0.659734457253856,3.22961776034103
0.670206432765822,3.7680164613264
0.680678408277788,4.23594413478509
0.691150383789754,4.53062188728412
0.70162235930172,4.58099283725432
0.712094334813686,4.44182529803164
0.722566310325652,4.16094325984178
0.733038285837618,3.7846006559532
0.743510261349584,3.36487548828646
0.75398223686155,2.94692133554777
0.764454212373516,2.56203676078626
0.774926187885482,2.22683217243169
0.785398163397448,1.94621508076945
0.795870138909414,1.71756600305392
0.80634211442138,1.53440791963967
0.816814089933346,1.38894874393682
0.827286065445312,1.27355149959085
0.837758040957278,1.18143804336719
0.848230016469244,1.1069342152972
0.85870199198121,1.04547696502918
0.869173967493176,0.993513842614298
0.879645943005142,0.948361822266884
0.890117918517108,0.908056666343794
0.900589894029074,0.871207290008082
0.91106186954104,0.836862835476781
0.921533845053006,0.804397241377448
0.932005820564972,0.773413970362059
0.942477796076938,0.743671412470992
0.952949771588904,0.71502752485535
0.96342174710087,0.687400890491875
0.973893722612836,0.660744751167836
0.984365698124802,0.635030603893799
0.994837673636768,0.610238412633955
1.00530964914873,0.586351133151193
1.0157816246607,0.563351894885413
1.02625360017267,0.541222729124219
1.03672557568463,0.519944143427174
1.0471975511966,0.499495125772846
1.05766952670856,0.479853344032556
1.06814150222053,0.460995416289741
1.0786134777325,0.442897190189454
1.08908545324446,0.425534003349249
1.09955742875643,0.408880914171248
1.11002940426839,0.392912900722928
1.12050137978036,0.377605029052167
1.13097335529233,0.362932593733733
1.14144533080429,0.348871233826667
1.15191730631626,0.335397027351596
1.16238928182822,0.322486567152152
1.17286125734019,0.310117020708936
1.18333323285216,0.298266176179292
1.19380520836412,0.286912476661122
1.20427718387609,0.276035044429987
1.21474915938805,0.265613696676468
1.22522113490002,0.255628954073513
1.23569311041199,0.246062043329356
1.24616508592395,0.236894894728028
1.25663706143592,0.228110135524557
1.26710903694788,0.219691079943477
1.27758101245985,0.21162171642545
1.28805298797181,0.203886692676043
1.29852496348378,0.196471298991314
1.30899693899575,0.189361450265748
1.31946891450771,0.182543667027764
1.32994089001968,0.176005055795668
1.34041286553164,0.1697332890014
1.35088484104361,0.163716584690002
1.36135681655558,0.15794368616859
1.37182879206754,0.152403841749128
1.38230076757951,0.147086784703877
1.39277274309147,0.141982713530487
1.40324471860344,0.137082272604932
1.41371669411541,0.132376533284358
1.42418866962737,0.127856975508173
1.43466064513934,0.123515469933986
1.4451326206513,0.119344260635033
1.45560459616327,0.115335948377328
1.46607657167524,0.111483474487677
1.4765485471872,0.107780105317739
1.48702052269917,0.10421941730439
1.49749249821113,0.100795282622521
1.5079644737231,0.0975018554230678
1.51843644923507,0.0943335586463108
1.52890842474703,0.0912850713983239
1.539380400259,0.0883513168767036
1.54985237577096,0.0855274508303914
1.56032435128293,0.0828088505374047
1.5707963267949,0.0801911042835765
1.58126830230686,0.0776700013249434
1.59174027781883,0.0752415223161402
1.60221225333079,0.072901830187072
1.61268422884276,0.0706472614501615
1.62315620435473,0.068474317920637
1.63362817986669,0.0663796588325635
1.64410015537866,0.0643600933336555
1.65457213089062,0.0624125733422879
1.66504410640259,0.06053418675056
1.67551608191456,0.0587221509577336
1.68598805742652,0.0569738067188651
1.69646003293849,0.0552866122939633
1.70693200845045,0.0536581378835333
1.71740398396242,0.0520860603368952
1.72787595947439,0.0505681581202045
1.73834793498635,0.0491023065316278
1.74881991049832,0.0476864731516512
1.75929188601028,0.0463187135170194
1.76976386152225,0.0449971670073036
1.78023583703422,0.0437200529335913
1.79070781254618,0.0424856668192698
1.80117978805815,0.0412923768633409
1.81165176357011,0.0401386205771497
1.82212373908208,0.0390229015858495
1.83259571459405,0.0379437865863347
1.84306769010601,0.0368999024537829
1.85353966561798,0.0358899334893241
1.86401164112994,0.0349126188017303
1.87448361664191,0.033966749816368
1.88495559215388,0.0330511679049952
1.89542756766584,0.0321647621303056
1.90589954317781,0.031306467099433
1.91637151868977,0.0304752609209185
1.92684349420174,0.0296701632599256
1.93731546971371,0.0288902334867524
1.94778744522567,0.028134568913945
1.95825942073764,0.0274023031175552
1.9687313962496,0.0266926043383152
1.97920337176157,0.0260046739587202
1.98967534727354,0.0253377450522144
2.0001473227855,0.0246910810008744
2.01061929829747,0.0240639741781675
2.02109127380943,0.0234557446935413
2.0315632493214,0.0228657391957666
2.04203522483337,0.0222933297321156
2.05250720034533,0.0217379126606075
2.0629791758573,0.0211989076126963
2.07345115136926,0.0206757565039121
2.08392312688123,0.0201679225900923
2.0943951023932,0.019674889566966
