t,rpm,PE,uF,EmergP
210.92,121.92593636151,6495.27851261775,0.920341611587569,-5.54416889687967
210.94,121.925895971252,6495.2742092523,0.920341306707114,-5.45183614193937
210.96,121.925855590615,6495.26990691332,0.920341001899279,-5.35895792728785
210.98,121.925815219593,6495.26560560031,0.92034069716403,-5.26559373566917
211,121.925774858184,6495.26130531275,0.92034039250133,-5.17180288821119
211.02,121.92573450638,6495.25700605013,0.920340087911144,-5.07764447017562
211.04,121.925694164179,6495.25270781196,0.920339783393436,-4.98317725743996
211.06,121.925653831575,6495.24841059772,0.92033947894817,-4.88845964382827
211.08,121.925613508563,6495.24411440691,0.920339174575311,-4.79354956941009
211.1,121.925573195138,6495.23981923901,0.920338870274821,-4.69850444988152
211.12,121.925532891296,6495.23552509353,0.920338566046666,-4.60338110714162
211.14,121.925492597032,6495.23123196994,0.920338261890808,-4.5082357011769
211.16,121.925452312342,6495.22693986774,0.920337957807213,-4.41312366335973
211.18,121.92541203722,6495.22264878643,0.920337653795844,-4.31809963126857
211.2,121.925371771661,6495.21835872548,0.920337349856665,-4.22321738513273
211.22,121.925331515662,6495.21406968439,0.92033704598964,-4.12852978600131
211.24,121.925291269216,6495.20978166265,0.920336742194733,-4.0340887157322
211.26,121.92525103232,6495.20549465976,0.920336438471908,-3.93994501889712
211.28,121.925210804968,6495.20120867518,0.920336134821128,-3.84614844668999
211.3,121.925170587156,6495.19692370843,0.920335831242358,-3.75274760292678
211.32,121.925130378879,6495.19263975897,0.92033552773556,-3.65978989221861
211.34,121.925090180132,6495.18835682631,0.9203352243007,-3.5673214703947
211.36,121.925049990911,6495.18407490993,0.920334920937741,-3.47538719725497
211.38,121.92500981121,6495.17979400932,0.920334617646646,-3.38403059171517
211.4,121.924969641025,6495.17551412397,0.92033431442738,-3.29329378941629
211.42,121.924929480351,6495.17123525336,0.920334011279907,-3.20321750285692
211.44,121.924889329183,6495.16695739698,0.920333708204189,-3.11384098410592
211.46,121.924849187516,6495.16268055433,0.920333405200191,-3.02520199014681
211.48,121.924809055346,6495.15840472488,0.920333102267877,-2.93733675090391
211.5,121.924768932668,6495.15412990813,0.92033279940721,-2.85027993998898
211.52,121.924728819476,6495.14985610356,0.920332496618155,-2.76406464820954
211.54,121.924688715767,6495.14558331066,0.920332193900674,-2.67872235987075
211.56,121.924648621536,6495.14131152892,0.920331891254732,-2.59428293189692
211.58,121.924608536776,6495.13704075783,0.920331588680292,-2.51077457579904
211.6,121.924568461485,6495.13277099687,0.920331286177319,-2.42822384250274
211.62,121.924528395657,6495.12850224552,0.920330983745775,-2.3466556100506
211.64,121.924488339286,6495.12423450329,0.920330681385626,-2.26609307418871
211.66,121.924448292369,6495.11996776965,0.920330379096834,-2.18655774183599
211.68,121.924408254901,6495.1157020441,0.920330076879363,-2.10806942743645
211.7,121.924368226877,6495.11143732612,0.920329774733177,-2.03064625218694
211.72,121.924328208291,6495.1071736152,0.92032947265824,-1.95430464612665
211.74,121.924288199139,6495.10291091082,0.920329170654515,-1.87905935307026
211.76,121.924248199417,6495.09864921248,0.920328868721967,-1.80492343836504
211.78,121.92420820912,6495.09438851965,0.920328566860559,-1.73190829944035
211.8,121.924168228242,6495.09012883184,0.920328265070255,-1.66002367912083
211.82,121.92412825678,6495.08587014853,0.920327963351019,-1.58927768166382
211.84,121.924088294727,6495.0816124692,0.920327661702814,-1.51967679147963
211.86,121.92404834208,6495.07735579335,0.920327360125604,-1.45122589448985
211.88,121.924008398833,6495.07310012046,0.920327058619354,-1.38392830206957
211.9,121.923968464983,6495.06884545003,0.920326757184027,-1.31778577752098
211.92,121.923928540523,6495.06459178153,0.920326455819587,-1.25279856501741
211.94,121.92388862545,6495.06033911446,0.920326154525997,-1.18896542095338
211.96,121.923848719758,6495.05608744831,0.920325853303222,-1.12628364763351
211.98,121.923808823442,6495.05183678256,0.920325552151225,-1.06474912922809
212,121.923768936499,6495.04758711672,0.920325251069971,-1.00435636991943
212.02,121.923729058922,6495.04333845025,0.920324950059423,-0.945098534158816
212.04,121.923689190708,6495.03909078267,0.920324649119545,-0.886967488953366
212.06,121.923649331852,6495.03484411344,0.920324348250301,-0.829953848093232
212.08,121.923609482348,6495.03059844207,0.920324047451655,-0.774047018232905
212.1,121.923569642192,6495.02635376805,0.920323746723571,-0.719235246731992
212.12,121.923529811379,6495.02211009085,0.920323446066012,-0.665505671160417
212.14,121.923489989905,6495.01786740998,0.920323145478943,-0.612844370371149
212.16,121.923450177764,6495.01362572493,0.920322844962328,-0.561236417039121
212.18,121.923410374952,6495.00938503518,0.920322544516131,-0.510665931562647
212.2,121.923370581465,6495.00514534022,0.920322244140315,-0.46111613722496
212.22,121.923330797296,6495.00090663955,0.920321943834844,-0.412569416506284
212.24,121.923291022443,6494.99666893267,0.920321643599684,-0.365007368440009
212.26,121.923251256899,6494.99243221905,0.920321343434798,-0.318410866901671
212.28,121.92321150066,6494.98819649819,0.920321043340149,-0.272760119720193
212.3,121.923171753721,6494.98396176959,0.920320743315702,-0.228034728498282
212.32,121.923132016078,6494.97972803272,0.920320443361421,-0.184213749029322
212.34,121.923092287725,6494.9754952871,0.92032014347727,-0.141275752196387
212.36,121.923052568659,6494.9712635322,0.920319843663213,-0.0991988852386614
212.38,121.923012858874,6494.96703276753,0.920319543919214,-0.0579609332709685
212.4,121.922973158365,6494.96280299257,0.920319244245238,-0.0175393809411437
212.42,121.922933467151,6494.95857420929,0.920318944641422,0.0220885258888983
212.44,121.922893785719,6494.95434646954,0.920318645111443,0.060945718554287
212.46,121.922854114992,6494.95011987177,0.920318345662273,0.0990552442010619
212.48,121.922814455864,6494.9458945111,0.920318046300654,0.136440204719442
212.5,121.922774809176,6494.94167047712,0.920317747032931,0.17312369610645
212.52,121.922735175717,6494.93744785404,0.920317447865073,0.20912874837056
212.54,121.922695556231,6494.93322672106,0.920317148802687,0.244478266085598
212.56,121.922655951417,6494.92900715252,0.920316849851045,0.2791949697043
212.58,121.922616361928,6494.92478921822,0.920316551015089,0.313301337735443
212.6,121.92257678838,6494.92057298361,0.920316252299457,0.346819549890575
212.62,121.922537231347,6494.91635850999,0.920315953708492,0.379771431302242
212.64,121.92249769137,6494.91214585479,0.920315655246264,0.412178397912391
212.66,121.922458168951,6494.90793507167,0.920315356916574,0.4440614031301
212.68,121.922418664561,6494.90372621082,0.920315058722978,0.47544088585262
212.7,121.922379178641,6494.89951931908,0.920314760668796,0.50633671994115
212.72,121.922339711601,6494.89531444013,0.92031446275712,0.536768165241468
212.74,121.922300263821,6494.89111161466,0.920314164990836,0.566753820234941
212.76,121.922260835658,6494.88691088054,0.920313867372625,0.596311576401798
212.78,121.922221427442,6494.88271227294,0.920313569904981,0.625458574376852
212.8,121.922182039479,6494.87851582452,0.920313272590217,0.654211161973278
212.82,121.922142672054,6494.87432156555,0.920312975430477,0.682584854145688
212.84,121.922103325429,6494.87012952403,0.920312678427745,0.710594294961724
212.86,121.922063999847,6494.86593972582,0.920312381583854,0.738253221645517
212.88,121.922024695532,6494.86175219474,0.920312084900493,0.765574430754222
212.9,121.92198541269,6494.85756695273,0.920311788379214,0.792569746543531
212.92,121.921946151509,6494.85338401987,0.920311492021442,0.819249991573685
212.94,121.921906912161,6494.84920341457,0.92031119582848,0.845624959604532
212.96,121.921867694805,6494.84502515359,0.920310899801517,0.871703390822585
212.98,121.921828499583,6494.84084925216,0.92031060394163,0.897492949439131
213,121.921789326625,6494.83667572402,0.920310308249795,0.92300020369374
213.02,121.921750176045,6494.83250458155,0.920310012726888,0.948230608293511
213.04,121.921711047949,6494.82833583579,0.920309717373692,0.973188489313066
213.06,121.921671942428,6494.82416949651,0.920309422190899,0.997877031576543
213.08,121.921632859562,6494.82000557229,0.920309127179116,1.02229826853726
213.1,121.921593799421,6494.81584407052,0.920308832338869,1.04645307466704
213.12,121.921554762064,6494.81168499752,0.920308537670604,1.0703411603619
213.14,121.92151574754,6494.80752835851,0.920308243174693,1.09396106936606
213.16,121.921476755889,6494.80337415769,0.920307948851431,1.11731017871297
213.18,121.92143778714,6494.79922239825,0.920307654701046,1.14038470117505
213.2,121.921398841314,6494.79507308241,0.920307360723695,1.16317969021092
213.22,121.921359918424,6494.79092621143,0.920307066919468,1.18568904739521
213.24,121.921321018473,6494.78678178567,0.920306773288389,1.20790553230812
213.26,121.921282141454,6494.78263980455,0.920306479830419,1.22982077486132
213.28,121.921243287355,6494.77850026659,0.920306186545453,1.2514252900309
213.3,121.921204456153,6494.77436316944,0.920305893433324,1.27270849496129
213.32,121.921165647818,6494.77022850984,0.920305600493802,1.29365872840477
213.34,121.921126862312,6494.76609628369,0.920305307726595,1.31426327245291
213.36,121.921088099586,6494.76196648595,0.920305015131348,1.33450837651342
213.38,121.921049359586,6494.75783911075,0.920304722707644,1.35437928348257
213.4,121.921010642248,6494.7537141513,0.920304430455003,1.37386025805919
213.42,121.920971947501,6494.74959159995,0.920304138372882,1.39293461714139
213.44,121.920933275264,6494.74547144812,0.920303846460675,1.41158476224487
213.46,121.920894625447,6494.74135368633,0.920303554717709,1.42979221387821
213.48,121.920855997954,6494.73723830415,0.920303263143246,1.44753764780494
213.5,121.920817392677,6494.73312529025,0.920302971736482,1.46480093312229
213.52,121.920778809502,6494.72901463232,0.920302680496548,1.48156117208082
213.54,121.920740248303,6494.72490631707,0.920302389422499,1.49779674156653
213.56,121.920701708947,6494.72080033024,0.920302098513327,1.51348533616534
213.58,121.92066319129,6494.71669665654,0.920301807767948,1.52860401272681
213.6,121.920624695179,6494.71259527965,0.920301517185207,1.54312923633959
213.62,121.920586220451,6494.70849618222,0.920301226763874,1.55703692763242
213.64,121.920547766934,6494.70439934581,0.920300936502643,1.57030251130789
213.66,121.920509334443,6494.70030475087,0.920300646400129,1.58290096581838
213.68,121.920470922785,6494.69621237677,0.92030035645487,1.594806874089
213.7,121.920432531755,6494.69212220172,0.920300066665322,1.60599447519095
213.72,121.920394161139,6494.68803420277,0.920299777029861,1.61643771686939
213.74,121.920355810709,6494.68394835579,0.920299487546776,1.62611030882515
213.76,121.920317480229,6494.67986463545,0.920299198214274,1.63498577665208
213.78,121.920279169448,6494.6757830152,0.920298909030471,1.64303751632862
213.8,121.920240878106,6494.67170346724,0.9202986199934,1.65023884916087
213.82,121.92020260593,6494.6676259625,0.920298331101001,1.65656307707762
213.84,121.920164352635,6494.66355047063,0.920298042351125,1.66198353817252
213.86,121.920126117924,6494.65947696,0.920297753741529,1.66647366239183
213.88,121.920087901488,6494.65540539764,0.920297465269878,1.67000702726516
213.9,121.920049703005,6494.65133574925,0.920297176933742,1.67255741357653
213.92,121.920011522141,6494.64726797919,0.920296888730597,1.67409886087332
213.94,121.919973358547,6494.64320205046,0.92029660065782,1.67460572271317
213.96,121.919935211865,6494.63913792468,0.920296312712693,1.67405272154578
213.98,121.91989708172,6494.6350755621,0.920296024892399,1.67241500313187
214,121.919858967727,6494.63101492159,0.920295737194025,1.6696681903995
214.02,121.919820869487,6494.62695596058,0.920295449614555,1.66578843664095
214.04,121.919782786586,6494.62289863515,0.920295162150876,1.66075247795322
214.06,121.919744718599,6494.61884289995,0.920294874799776,1.65453768482926
214.08,121.919706665089,6494.61478870823,0.920294587557943,1.64712211280634
214.1,121.919668625601,6494.61073601182,0.920294300421964,1.6384845520812
214.12,121.919630599672,6494.60668476119,0.920294013388329,1.62860457600375
214.14,121.919592586824,6494.60263490536,0.920293726453428,1.61746258836235
214.16,121.919554586564,6494.598586392,0.920293439613552,1.60503986937886
214.18,121.919516598388,6494.59453916737,0.920293152864894,1.59131862032852
214.2,121.91947862178,6494.5904931764,0.920292866203553,1.57628200671086
214.22,121.91944065621,6494.58644836263,0.920292579625528,1.55991419989135
214.24,121.919402701135,6494.58240466828,0.920292293126725,1.54220041714433
214.26,121.919364756001,6494.57836203422,0.920292006702955,1.52312696002523
214.28,121.91932682024,6494.57432040006,0.92029172034994,1.50268125100742
214.3,121.919288893273,6494.5702797041,0.920291434063308,1.48085186831896
214.32,121.91925097451,6494.56623988339,0.9202911478386,1.45762857892019
214.34,121.919213063348,6494.56220087377,0.920290861671268,1.43300236956545
214.36,121.919175159174,6494.55816260986,0.920290575556682,1.40696547589661
214.38,121.919137261363,6494.55412502513,0.920290289490128,1.37951140951913
214.4,121.919099369279,6494.5500880519,0.92029000346681,1.35063498301433
214.42,121.919061482279,6494.54605162141,0.920289717481857,1.32033233284832
214.44,121.919023599705,6494.54201566384,0.920289431530321,1.28860094013842
214.46,121.918985720894,6494.53798010833,0.920289145607183,1.25543964924268
214.48,121.918947845171,6494.53394488307,0.920288859707355,1.22084868414549
214.5,121.918909971853,6494.5299099153,0.920288573825682,1.18482966261017
214.52,121.918872100248,6494.52587513139,0.920288287956946,1.14738560807894
214.54,121.918834229659,6494.52184045685,0.920288002095871,1.10852095930206
214.56,121.918796359378,6494.51780581641,0.920287716237123,1.06824157768206
214.58,121.918758488692,6494.51377113409,0.920287430375319,1.02655475232428
214.6,121.918720616881,6494.50973633318,0.920287144505024,0.983469202787906
214.62,121.91868274322,6494.50570133639,0.920286858620761,0.938995079535566
214.64,121.918644866977,6494.50166606581,0.920286572717012,0.893143962086229
214.66,121.918606987417,6494.49763044307,0.920286286788222,0.845928854874635
214.68,121.918569103799,6494.49359438932,0.920286000828806,0.797364180832456
214.7,121.918531215381,6494.48955782531,0.920285714833149,0.747465772701931
214.72,121.918493321414,6494.48552067149,0.920285428795614,0.696250862103431
214.74,121.91845542115,6494.48148284803,0.920285142710546,0.643738066377954
214.76,121.918417513838,6494.47744427489,0.920284856572273,0.589947373231969
214.78,121.918379598725,6494.47340487193,0.920284570375116,0.534900123213892
214.8,121.918341675058,6494.46936455892,0.920284284113392,0.478618990057669
214.82,121.918303742084,6494.46532325562,0.920283997781417,0.421127958928721
214.84,121.918265799051,6494.4612808819,0.920283711373511,0.362452302614895
214.86,121.918227845208,6494.45723735774,0.920283424884005,0.302618555707503
214.88,121.918189879806,6494.45319260333,0.920283138307246,0.241654486818159
214.9,121.918151902097,6494.44914653915,0.920282851637598,0.179589068884198
214.92,121.91811391134,6494.44509908604,0.920282564869453,0.116452447617453
214.94,121.918075906795,6494.44105016525,0.92028227799723,0.0522759081515933
214.96,121.918037887727,6494.43699969851,0.920281991015386,-0.0129081600498826
214.98,121.917999853843,6494.43294765448,0.920281703921699,-0.0790662999735317
215,121.917961805848,6494.42889410843,0.920281416721502,-0.146164025452667
215.02,121.917923744563,6494.42483914781,0.92028112942099,-0.214165861069615
215.04,121.91788567078,6494.42078285689,0.920280842026135,-0.283035383546265
215.06,121.917847585261,6494.41672531687,0.920280554542689,-0.352735264538421
215.08,121.91780948874,6494.41266660602,0.920280266976199,-0.423227314753253
215.1,121.917771381925,6494.40860679974,0.920279979332005,-0.494472529314104
215.12,121.917733265498,6494.40454597071,0.920279691615258,-0.566431134293517
215.14,121.917695140116,6494.40048418896,0.920279403830918,-0.639062634333126
215.16,121.917657006414,6494.39642152196,0.920279115983768,-0.712325861268843
215.18,121.917618865,6494.39235803474,0.920278828078413,-0.786179023678134
215.2,121.917580716464,6494.38829378997,0.920278540119294,-0.860579757263425
215.22,121.917542561372,6494.384228848,0.920278252110688,-0.935485175986952
215.24,121.91750440027,6494.38016326703,0.920277964056717,-1.01085192386987
215.26,121.917466233684,6494.37609710312,0.920277675961353,-1.08663622736747
215.28,121.917428062122,6494.37203041027,0.920277387828422,-1.16279394823387
215.3,121.917389886071,6494.36796324054,0.920277099661614,-1.23928063678548
215.32,121.917351706003,6494.36389564408,0.920276811464481,-1.31605158547703
215.34,121.917313522371,6494.3598276692,0.920276523240446,-1.39306188269885
215.36,121.917275335612,6494.35575936248,0.920276234992808,-1.47026646670797
215.38,121.917237146148,6494.35169076875,0.920275946724746,-1.54762017960338
215.4,121.917198954383,6494.34762193125,0.920275658439321,-1.62507782125894
215.42,121.917160760709,6494.34355289162,0.920275370139485,-1.70259420312324
215.44,121.917122565502,6494.33948368998,0.92027508182808,-1.78012420180204
215.46,121.917084369126,6494.33541436498,0.920274793507844,-1.8576228123362
215.48,121.917046171929,6494.33134495387,0.920274505181416,-1.93504520108806
215.5,121.917007974248,6494.32727549251,0.920274216851339,-2.01234675815506
215.52,121.916969776409,6494.32320601549,0.92027392852006,-2.08948314922606
215.54,121.916931578723,6494.31913655608,0.92027364018994,-2.16641036679771
215.56,121.916893381492,6494.31506714638,0.920273351863252,-2.243084780674
215.58,121.916855185005,6494.31099781729,0.920273063542184,-2.31946318766791
215.6,121.916816989542,6494.30692859857,0.920272775228846,-2.39550286042951
215.62,121.916778795373,6494.3028595189,0.92027248692527,-2.47116159532805
215.64,121.916740602756,6494.29879060591,0.920272198633413,-2.54639775931198
215.66,121.916702411941,6494.29472188621,0.92027191035516,-2.62117033567913
215.68,121.916664223169,6494.29065338542,0.920271622092328,-2.69543896868981
215.7,121.916626036672,6494.28658512824,0.920271333846665,-2.769164006954
215.72,121.916587852673,6494.28251713844,0.920271045619857,-2.84230654553334
215.74,121.916549671387,6494.27844943892,0.920270757413526,-2.91482846669512
215.76,121.91651149302,6494.27438205175,0.920270469229235,-2.98669247926143
215.78,121.916473317772,6494.27031499817,0.92027018106849,-3.05786215649864
215.8,121.916435145836,6494.26624829864,0.92026989293274,-3.12830197249438
215.82,121.916396977397,6494.26218197286,0.92026960482338,-3.197977336974
215.84,121.916358812631,6494.25811603981,0.920269316741757,-3.26685462851072
215.86,121.916320651712,6494.25405051777,0.920269028689164,-3.33490122608329
215.88,121.916282494803,6494.24998542433,0.920268740666849,-3.40208553894663
215.9,121.916244342065,6494.24592077643,0.920268452676011,-3.46837703477431
215.92,121.91620619365,6494.24185659039,0.920268164717807,-3.53374626604094
215.94,121.916168049706,6494.23779288193,0.92026787679335,-3.59816489461537
215.96,121.916129910375,6494.23372966615,0.920267588903712,-3.66160571453689
215.98,121.916091775793,6494.22966695763,0.920267301049924,-3.72404267294987
216,121.916053646092,6494.22560477039,0.92026701323298,-3.78545088917961
216.02,121.916015521399,6494.22154311791,0.920266725453836,-3.84580667193005
216.04,121.915977401835,6494.2174820132,0.920266437713412,-3.90508753459122
216.06,121.915939287518,6494.21342146876,0.920266150012594,-3.96327220864635
216.08,121.915901178562,6494.20936149662,0.920265862352237,-4.02034065517174
216.1,121.915863075074,6494.20530210837,0.920265574733159,-4.07627407442666
216.12,121.91582497716,6494.20124331516,0.920265287156152,-4.13105491353343
216.14,121.91578688492,6494.19718512773,0.920264999621976,-4.18466687225067
216.16,121.915748798451,6494.19312755639,0.920264712131362,-4.23709490684677
216.18,121.915710717846,6494.18907061109,0.920264424685015,-4.28832523208476
216.2,121.915672643196,6494.18501430138,0.920264137283612,-4.33834532132975
216.22,121.915634574586,6494.18095863648,0.920263849927805,-4.38714390479737
216.24,121.915596512099,6494.17690362522,0.920263562618222,-4.43471096596238
216.26,121.915558455817,6494.17284927613,0.920263275355465,-4.48103773614926
216.28,121.915520405814,6494.16879559738,0.920262988140115,-4.52611668733209
216.3,121.915482362166,6494.16474259687,0.920262700972729,-4.56994152317083
216.32,121.915444324944,6494.16069028218,0.920262413853847,-4.61250716831723
216.34,121.915406294215,6494.15663866057,0.920262126783982,-4.65380975602316
216.36,121.915368270046,6494.15258773907,0.920261839763632,-4.6938466140894
216.38,121.9153302525,6494.1485375244,0.920261552793275,-4.73261624919506
216.4,121.915292241638,6494.14448802306,0.920261265873369,-4.77011832964818
216.42,121.915254237518,6494.14043924126,0.920260979004355,-4.80635366660409
216.44,121.915216240196,6494.13639118499,0.920260692186658,-4.84132419379787
216.46,121.915178249727,6494.13234386,0.920260405420686,-4.87503294583963
216.48,121.915140266162,6494.12829727183,0.92026011870683,-4.90748403512538
216.5,121.915102289551,6494.12425142578,0.920259832045467,-4.93868262741548
216.52,121.915064319943,6494.12020632697,0.920259545436958,-4.96863491613758
216.54,121.915026357382,6494.11616198029,0.920259258881651,-4.99734809546941
216.56,121.914988401914,6494.11211839046,0.92025897237988,-5.0248303322628
216.58,121.914950453581,6494.10807556199,0.920258685931965,-5.0510907368666
216.6,121.914912512423,6494.10403349924,0.920258399538215,-5.07613933291227
216.62,121.91487457848,6494.09999220637,0.920258113198924,-5.09998702612517
216.64,121.91483665179,6494.0959516874,0.920257826914378,-5.12264557222507
216.66,121.914798732388,6494.09191194615,0.920257540684847,-5.14412754398137
216.68,121.914760820309,6494.08787298633,0.920257254510593,-5.16444629749126
216.7,121.914722915586,6494.08383481146,0.920256968391867,-5.18361593774521
216.72,121.914685018252,6494.07979742495,0.92025668232891,-5.2016512835498
216.74,121.914647128336,6494.07576083004,0.920256396321952,-5.21856783187539
216.76,121.914609245868,6494.07172502987,0.920256110371215,-5.23438172169757
216.78,121.914571370877,6494.06769002742,0.920255824476911,-5.24910969740172
216.8,121.914533503388,6494.06365582557,0.920255538639243,-5.26276907181951
216.82,121.914495643429,6494.05962242705,0.920255252858406,-5.27537768896722
216.84,121.914457791023,6494.05558983451,0.920254967134586,-5.28695388655436
216.86,121.914419946194,6494.05155805047,0.920254681467962,-5.29751645833251
216.88,121.914382108965,6494.04752707733,0.920254395858705,-5.30708461635169
216.9,121.914344279358,6494.04349691743,0.920254110306981,-5.31567795319372
216.92,121.914306457394,6494.03946757295,0.920253824812944,-5.32331640424882
216.94,121.914268643092,6494.03543904603,0.920253539376744,-5.33002021010352
216.96,121.914230836471,6494.03141133868,0.920253253998527,-5.33580987910474
216.98,121.914193037549,6494.02738445283,0.920252968678427,-5.34070615016523
217,121.914155246345,6494.02335839035,0.920252683416578,-5.34472995587547
217.02,121.914117462874,6494.01933315298,0.920252398213102,-5.34790238598221
217.04,121.914079687152,6494.01530874243,0.920252113068121,-5.3502446512981
217.06,121.914041919194,6494.01128516029,0.920251827981748,-5.35177804810028
217.08,121.914004159015,6494.0072624081,0.920251542954092,-5.35252392307692
217.1,121.913966406629,6494.00324048732,0.920251257985257,-5.35250363887954
217.12,121.913928662048,6493.99921939935,0.920250973075341,-5.35173854033539
217.14,121.913890925285,6493.99519914551,0.920250688224438,-5.35024992137322
217.16,121.913853196353,6493.99117972708,0.920250403432639,-5.34805899271519
217.18,121.913815475261,6493.98716114524,0.920250118700028,-5.34518685038339
217.2,121.913777762021,6493.98314340115,0.920249834026687,-5.34165444506916
217.22,121.913740056644,6493.9791264959,0.920249549412692,-5.33748255241063
217.24,121.913702359138,6493.9751104305,0.920249264858117,-5.33269174422192
217.26,121.913664669514,6493.97109520593,0.92024898036303,-5.32730236071457
217.28,121.913626987779,6493.96708082314,0.920248695927498,-5.32133448375075
217.3,121.913589313942,6493.96306728298,0.920248411551583,-5.31480791116474
217.32,121.913551648011,6493.95905458629,0.920248127235343,-5.30774213218591
217.34,121.913513989993,6493.95504273385,0.920247842978833,-5.30015630399522
217.36,121.913476339895,6493.95103172641,0.920247558782108,-5.29206922944527
217.38,121.913438697724,6493.94702156466,0.920247274645216,-5.28349933596886
217.4,121.913401063485,6493.94301224925,0.920246990568203,-5.27446465570161
217.42,121.913363437185,6493.93900378081,0.920246706551113,-5.26498280683951
217.44,121.913325818829,6493.93499615989,0.920246422593986,-5.25507097624981
217.46,121.913288208422,6493.93098938706,0.920246138696862,-5.24474590335272
217.48,121.913250605968,6493.92698346282,0.920245854859777,-5.23402386528639
217.5,121.913213011473,6493.92297838763,0.920245571082764,-5.22292066336739
217.52,121.913175424941,6493.91897416193,0.920245287365853,-5.21145161085351
217.54,121.913137846375,6493.91497078614,0.920245003709075,-5.19963152201644
217.56,121.913100275778,6493.91096826063,0.920244720112455,-5.1874747025266
217.58,121.913062713154,6493.90696658575,0.920244436576019,-5.17499494114998
217.6,121.913025158507,6493.90296576181,0.920244153099788,-5.16220550275737
217.62,121.912987611838,6493.89896578912,0.920243869683784,-5.14911912263785
217.64,121.912950073151,6493.89496666792,0.920243586328026,-5.13574800211362
217.66,121.912912542447,6493.89096839847,0.92024330303253,-5.1221038054428
217.68,121.912875019728,6493.88697098098,0.920243019797313,-5.10819765800115
217.7,121.912837504997,6493.88297441564,0.920242736622388,-5.09404014572599
217.72,121.912799998255,6493.87897870263,0.920242453507766,-5.07964131580748
217.74,121.912762499504,6493.87498384209,0.920242170453458,-5.06501067860689
217.76,121.912725008744,6493.87098983414,0.920241887459474,-5.05015721078097
217.78,121.912687525976,6493.86699667889,0.920241604525821,-5.03508935958895
217.8,121.912650051202,6493.86300437644,0.920241321652506,-5.01981504835642
217.82,121.912612584422,6493.85901292685,0.920241038839532,-5.0043416830682
217.84,121.912575125637,6493.85502233016,0.920240756086904,-4.98867616006092
217.86,121.912537674846,6493.85103258642,0.920240473394624,-4.97282487478311
217.88,121.912500232051,6493.84704369564,0.920240190762694,-4.95679373158981
217.9,121.91246279725,6493.84305565781,0.920239908191113,-4.94058815453599
217.92,121.912425370445,6493.83906847293,0.92023962567988,-4.92421309913236
217.94,121.912387951634,6493.83508214096,0.920239343228993,-4.90767306502436
217.96,121.912350540817,6493.83109666185,0.92023906083845,-4.89097210955498
217.98,121.912313137994,6493.82711203555,0.920238778508245,-4.87411386216944
218,121.912275743164,6493.82312826199,0.920238496238374,-4.85710153961927
218.02,121.912238356326,6493.81914534108,0.920238214028831,-4.83993796192111
218.04,121.912200977479,6493.81516327271,0.920237931879609,-4.82262556902644
218.06,121.912163606622,6493.81118205679,0.9202376497907,-4.80516643815391
218.08,121.912126243755,6493.80720169319,0.920237367762096,-4.7875623017396
218.1,121.912088888875,6493.80322218177,0.920237085793787,-4.76981456595461
218.12,121.912051541982,6493.7992435224,0.920236803885763,-4.75192432974373
218.14,121.912014203074,6493.79526571492,0.920236522038014,-4.73389240433357
218.16,121.91197687215,6493.79128875916,0.920236240250527,-4.7157193331619
218.18,121.911939549207,6493.78731265496,0.920235958523291,-4.6974054121767
218.2,121.911902234245,6493.78333740213,0.920235676856293,-4.67895071045522
218.22,121.911864927261,6493.77936300048,0.920235395249519,-4.66035509109078
218.24,121.911827628254,6493.77538944981,0.920235113702955,-4.64161823229722
218.26,121.911790337221,6493.77141674991,0.920234832216587,-4.62273964868052
218.28,121.911753054161,6493.76744490057,0.920234550790399,-4.6037187126239
218.3,121.911715779072,6493.76347390156,0.920234269424375,-4.58455467573902
218.32,121.911678511951,6493.75950375265,0.9202339881185,-4.56524669032975
218.34,121.911641252796,6493.75553445361,0.920233706872756,-4.5457938308201
218.36,121.911604001605,6493.75156600418,0.920233425687126,-4.52619511509533
218.38,121.911566758375,6493.74759840413,0.920233144561592,-4.5064495257085
218.4,121.911529523105,6493.74363165319,0.920232863496137,-4.4865560309013
218.42,121.911492295791,6493.73966575109,0.920232582490741,-4.46651360539517
218.44,121.911455076431,6493.73570069757,0.920232301545386,-4.44632125090137
218.46,121.911417865023,6493.73173649236,0.920232020660051,-4.42597801630753
218.48,121.911380661564,6493.72777313517,0.920231739834719,-4.4054830174937
218.5,121.911343466051,6493.72381062572,0.920231459069367,-4.38483545673412
218.52,121.911306278481,6493.71984896371,0.920231178363976,-4.36403464164251
218.54,121.911269098852,6493.71588814886,0.920230897718525,-4.34308000361856
218.56,121.911231927162,6493.71192818086,0.920230617132992,-4.32197111575639
218.58,121.911194763406,6493.7079690594,0.920230336607356,-4.30070771017459
218.6,121.911157607582,6493.70401078419,0.920230056141596,-4.27928969473192
218.62,121.911120459688,6493.7000533549,0.920229775735688,-4.25771716909182
218.64,121.91108331972,6493.69609677123,0.920229495389612,-4.23599044010204
218.66,121.911046187676,6493.69214103284,0.920229215103343,-4.21411003645645
218.68,121.911009063552,6493.68818613941,0.92022893487686,-4.1920767226074
218.7,121.910971947344,6493.68423209063,0.920228654710139,-4.16989151190119
218.72,121.910934839052,6493.68027888615,0.920228374603156,-4.14755567890712
218.74,121.91089773867,6493.67632652565,0.920228094555889,-4.12507077091582
